Title,Price,Rating,No. of Reviews,Width,Thickness,Weight,Height,Sales Package,model number,model name,Shape,Color,Touchscreen?,Water resistant?,Sensor,Battery Type,Charge Time,Battery Life,Warranty,Warranty Service Information,Covered in warranty,Not covered in warranty
"Cult Active TR 1.52""HD Display,Stainless Steel Build,Wireless Charging, BT Calling Smartwatch  (Silver Strap, Free Size)","₹1,999","1,573 Ratings",160 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW10,"Active TR 1.52""HD Display,Stainless Steel Build,Wireless Charging, BT Calling",Round,Silver,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Fastrack Revoltt XR1 1.38"" Round HD Display, SingleSync BT Calling, Advanced Chipset Smartwatch  (Black Strap, Free Size)","₹1,399","49,865 Ratings","2,179 Reviews",,,45 G,52.5 mm,"Watch, Charging Cable, Quick Start Guide",38088PP01,"Revoltt XR1 1.38"" Round HD Display, SingleSync BT Calling, Advanced Chipset",Round,Black,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Black Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Black,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"zora T800 Ultra smart watch with WiFi GPS SIM card 4G T35 Smartwatch  (Black Strap, Free Size)",₹549,42 Ratings,0 Reviews,44 mm,14 mm,100 g,44 mm,1,T800 >Ultra,T800 Ultra smart watch with WiFi GPS SIM card 4G T35,Square,Black,No,Yes,Accelemeter,Lithium,60 min,2 Year,NA,NA,NA,
"realme Smart Watch S 1.3"" Auto-bright Display with Metallic Dial  (Black Strap, Regular)","₹3,245","56,433 Ratings","5,804 Reviews",47 mm,12 mm,48 g,259.5 mm,"Smartwatch, Charging Base, User Manual",RMA207,Smart Watch S 1.3 Auto-bright Display with Metallic Dial,Round,Black,Yes,Yes,"3-axis Accelerometer, Heart Rate Sensor, Ambient Light Sensor, SpO2 (Blood Oxygen Saturation Level)",Lithium Polymer,2 hours,Upto 15 Days (Based on Usage),1 Year Manufacturer Warranty,Carry-in to Realme Service Center or Reach our Customer Support at www.realme.com/in/support,Manufacturing Defects,
"Cult Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD Smartwatch  (Black Strap, Free Size)","₹2,499","1,931 Ratings",286 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW08,"Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD",Rectangle,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"CMF by Nothing Watch Pro, 1.96 AMOLED,BT calling with AI noise reduction, GPS, Metallic Grey Smartwatch  (Metallic Grey Strap, Free Size)","₹3,499","17,524 Ratings","1,617 Reviews",46.9 mm,11.4 mm,31.1 g,39.87 mm,"Smartwatch, Wrist Strap, Charger, User Manual, Warranty Card",D395,"Watch Pro, 1.96 AMOLED,BT calling with AI noise reduction, GPS, Metallic Grey",Square,Orange,Yes,Yes,"GPS, Accelerometer, Heart Rate Sensor, SpO2 Sensor",Lithium Ion,150 min,Upto 13 days,1 Year Warranty Provided from the Date of Purchase,support.india@cmf.tech 18002021232,Manufacturing Defects,
"IAIR W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode | Smartwatch  (Nature Black Strap, Standard)",₹748,78 Ratings,21 Reviews,,,,,"1 Smartwatch, 1 Charging cable, 1 User Manual",W5 Pro,W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode |,Square,"Black, Multicolor",Yes,Yes,Gesture Sensor,Lithium Polymer,60 min,3-4 days,,,,
"boAt Wave Connect w/ 4.64 cm(1.69"") HD Display, Bluetooth Calling & Voice Assistant Smartwatch  (Green Strap, Free Size)","₹1,199",864 Ratings,22 Reviews,,,,,"Wave Connect, Magnetic Charging Cable, User Manual, Warranty Card",Wave Connect,"Wave Connect w/ 4.64 cm(1.69"") HD Display, Bluetooth Calling & Voice Assistant",Rectangle,Green,Yes,Yes,"Accelerometer, Heart Rate and SpO2",,,Upto 7 days,1 Year Warranty from the Date of Purchase,"Reach out to us at info@imaginemarketingindia.com, +912269181920. Whatsapp no.: +919667700017",Manufacturing Defects,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Silver Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Silver,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Fastrack Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS Smartwatch  (Grey Strap, Free Size)","₹2,298","24,855 Ratings","1,565 Reviews",52 mm,11.5 mm,52 g,46 mm,"Smartwatch, Charging Cable, Quick Start Guide",38153SP01,"Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS",Round,Grey,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Noise Icon 2 Elite Edition 1.8'' Display with Metallic Body and Bluetooth Calling Smartwatch  (Elite Rose Gold Strap, Regular)","₹1,499","6,59,064 Ratings","37,771 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-mtl-rgld_rgld,Icon 2 Elite Edition 1.8'' Display with Metallic Body and Bluetooth Calling,Rectangle,Gold,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 days,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Silver Strap, Free Size)","₹1,599","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Silver,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Cellecor TWIST 2.01"" Curved HD Display | 800 NITS| AOD| BT-Calling| AI Voice Assistance Smartwatch  (Silver Strap, Free Size)","₹1,298",254 Ratings,12 Reviews,,,45 g,,"1U Smartwatch, 1U Charging Cable, 1U Warranty Card, 1U User Manual",M6,"TWIST 2.01"" Curved HD Display | 800 NITS| AOD| BT-Calling| AI Voice Assistance",Rectangle,Silver,Yes,Yes,"Heart Rate, SPo2, Accelerometer, Barometer, Gyro Sensor, Light Sensor",Lithium Polymer,120 min,"Long Lasting 6 Days Backup with Calling, 15 Days without calling, Standby time - 35 Days",1 Year Manufacturer Warranty,1 Year Warranty for Device from the Date of Purchase. Customer can call at 1800 1214 704 or can mail us on support@cellecor.com for customer support for further information and for any kind of service support customer can visit to nearest authorised service centre for which customer can refer our care locator to check the nearest authorised centre to his location - https://cellecor.com/pages/services-center,Manufacturing Defects,
"Fastrack Revoltt FS2+,Functional Crown,51mm UltraVU Display,BT Calling,200+ Watch Faces Smartwatch  (Beige Strap, Free Size)","₹1,499","24,591 Ratings","1,396 Reviews",40.2 mm,12.2 mm,48 g,48.8 mm,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",38139PP05K,"Revoltt FS2+,Functional Crown,51mm UltraVU Display,BT Calling,200+ Watch Faces",Square,Beige,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"alt OG Bluetooth Calling, 1.69"" HD Display with AI Voice Assistant, Built-in Games Smartwatch  (Berry Blue Strap, Regular)",₹999,"43,890 Ratings","3,912 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw_alt-og-std-slv_blu,"OG Bluetooth Calling, 1.69"" HD Display with AI Voice Assistant, Built-in Games",Square,Blue,Yes,Yes,"Accelerometer, Heart Rate, SpO2",,,7 Days,1 Year Manufacturer Warranty,Contact- help@alt-smart.com | alt-smart.com | 01243633987,Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Black Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Black,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Orange Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Black Strap, Free Size)","₹2,198","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"boAt Lunar Connect Ace w/ 3.63 cm(1.43"") AMOLED Display,BT Calling,Sports Modes, IP68 Smartwatch  (Purple Strap, Free Size)","₹1,798","18,845 Ratings","1,320 Reviews",,,,,"Smartwatch, User Manual, Warranty Card, USB Magnetic Charging Cable",Lunar Connect Ace,"Lunar Connect Ace w/ 3.63 cm(1.43"") AMOLED Display,BT Calling,Sports Modes, IP68",Round,Purple,Yes,Yes,"Heart Rate, SpO2, G-sensor",,,Upto 7 days,1 year warranty from the date of purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,
"Titan Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling Smartwatch  (Black Strap, Free Size)","₹8,995",393 Ratings,22 Reviews,47.6 mm,12.3 mm,48.5 g,51.4 mm,"Smartwatch, Watch Strap, Charging Cable, Quick Start Guide, Warranty Card",90172AP01,"Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling",Round,Black,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"GameSir H9 Black-A1 Full Screen Touch Watch Specially Made for Girl & Women Smartwatch  (Black Strap, 2.01 Inch Full Screen Display)",₹999,203 Ratings,2 Reviews,,,,,1 Smartwatch,H9 Black-69-A,H9 Black-A1 Full Screen Touch Watch Specially Made for Girl & Women,Rectangle,Black,Yes,No,Fitness Health Sports Real time Track and Accurate answer,Lithium Polymer,100 min,2 Days Battery after Proper use,3 Month of Manufacturing Warranty,Contact - bellstartrading2012@gmail.com|+91 11 4167 5188,Manufacturing defect,
"AMAZFIT POP 3R Smart Watch With 1.43"" AMOLED Display, BT Calling and AI Voice Assistance Smartwatch  (Black Premium Strap, Free Size)","₹3,999","5,600 Ratings",472 Reviews,45.5 mm,10.8 mm,55.48 g,45.5 mm,"Smartwatch, Magnetic Charger, Manual",A2319,"POP 3R Smart Watch With 1.43"" AMOLED Display, BT Calling and AI Voice Assistance",Round,Black,Yes,Yes,"Heart Rate Sensor: STK8321, Steps Sensor: VP60A2",Lithium,90 min,Upto 12 Days,1 Year Domestic Warranty,"For any product related issues, Please For any product related issues, Contact_us on : [1800-419-9680 ]",,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Beige Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Beige,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"GameSir S9 Ultra Gold HD screen wireless Charging Compatibility - Android and iOS Music Smartwatch  (Gold Strap, Free Size)","₹1,099",943 Ratings,18 Reviews,,,100 g,,1,X8-Golden-9,S9 Ultra Gold HD screen wireless Charging Compatibility - Android and iOS Music,Rectangle,Gold,Yes,Yes,Fitness Health Sports G-sensor,Lithium Polymer,100 min,3 Days after proper use and Normal Use 7 Days,3 month warranty,carry on warranty - ircinnovations@gmail.com,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Chrome Rig Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Fastrack Marvellous FX2|39.1mm Super AMOLED Display |1000 Nits|Working Crown|BT Calling Smartwatch  (Silver Strap, Free Size)","₹6,495",13 Ratings,0 Reviews,54.5 mm,14.15 mm,126 g,50.4 mm,"Smartwatch, Charging Cable, Quick Start Guide",38148SM01,Marvellous FX2|39.1mm Super AMOLED Display |1000 Nits|Working Crown|BT Calling,Round,Silver,Yes,Yes,Accelerometer,Lithium Polymer,120 min,5 Days,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"GWE BU23 HiwatchPro Bluetooth Call, Waterproof, In-built 1-Game & Calculator, Black Smartwatch  (Black Strap, Free Size, 1.99"" HD Big Touch Display, Customisable Watch Wallpaper, BU23)",₹879,6 Ratings,0 Reviews,40 mm,15 mm,50 g,49 mm,"1 Smart Watch, Black Straps, USB Charger, User's Manual Guide",FK23_FitPro,"BU23 HiwatchPro Bluetooth Call, Waterproof, In-built 1-Game & Calculator, Black",Curved,Black,Yes,Yes,"Accelerometer, Gyroscope, Proximity Sensor",Lithium Polymer,90 min,2-3 Days (If Not Connect The Watch),,,,
"Yash Enterprises Best First T800 Ultra Honeycomb smart watch Smartwatch  (Black Strap, Free Size)",₹520,31 Ratings,1 Reviews,10 mm,10 mm,100 g,10 mm,1 Smartwatch,T800 4G,Best First T800 Ultra Honeycomb smart watch,Square,Black,Yes,Yes,"Accelerometer, Gyroscope, Proximity Sensor",Lithium Ion,60 min,3 Days,NA,NA,NA,
"beatXP Marv Neo 1.85'' HD Display Bluetooth Calling Smart Watch, Health Tracking & IP68 Smartwatch  (Mint Green Strap, Free Size)","₹1,299","1,40,895 Ratings","10,939 Reviews",,,,,"1 X Charging cable, 1 X User Manual, 1 X Warranty Card, 1 X Smartwatch",BXIO2003/BXSM2003/BXSM2001,"Marv Neo 1.85'' HD Display Bluetooth Calling Smart Watch, Health Tracking & IP68",Square,Green,Yes,Yes,Heart Rate,,,Upto 7 days,,,,
"Cultsport Ace XR 1.43"" Super Retina Amoled Display, 850 NITS, BT Calling, Health Tracking Smartwatch  (Green Strap, Free Size)","₹2,299",515 Ratings,45 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW07,"Ace XR 1.43"" Super Retina Amoled Display, 850 NITS, BT Calling, Health Tracking",Round,Green,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Silver Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Silver,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"Fastrack FR1|1.39 inch Super UltraVU Display(360*360)|Advanced BT Calling|Split Screen Smartwatch  (Dark Blue Strap, Free Size)","₹1,999","12,785 Ratings",720 Reviews,46.8 mm,10.95 mm,42.9 g,46.8 mm,Watch Head::Watch Strap::Charging Cable::Quick Start Guide::Product Manual,38092PP03,FR1|1.39 inch Super UltraVU Display(360*360)|Advanced BT Calling|Split Screen,Round,Blue,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Boult Crown Pro 2.01"" AMOLED, BT Calling, Working Crown, AOD, Zinc Alloy Frame, SpO2 Smartwatch  (Midnight Black Strap, Free Size)","₹1,799",438 Ratings,49 Reviews,38.7 mm,46.2 mm,40 g,11.5 mm,"Smartwatch, Charging Cable, User Manual, Warranty Card",Crown Pro,"Crown Pro 2.01"" AMOLED, BT Calling, Working Crown, AOD, Zinc Alloy Frame, SpO2",Square,Black,Yes,Yes,"Real Heart Rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Black Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Black,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Fastrack Revoltt Pro,Super AMOLED Display,AOD,Working Crown,BT Calling,Fast Charge,50 mm Smartwatch  (Green Strap, Free Size)","₹2,299","1,21,999 Ratings","8,311 Reviews",39.4 mm,13 mm,46 g,46.6 mm,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",38151PP03,"Revoltt Pro,Super AMOLED Display,AOD,Working Crown,BT Calling,Fast Charge,50 mm",Square,Green,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"OnePlus Watch 2 with Wear OS 4, Snapdragon W5 Chipset & Up to 100 hours battery Smartwatch  (Radiant Steel Strap, Free Size)","₹22,999",307 Ratings,26 Reviews,46.6 mm,,80 g,12.1 mm,"Watch Body (Including Strap) × 1, Charger × 1, Cable × 1, Quick Guide × 1, Safety Guide × 1",OPWWE231,"Watch 2 with Wear OS 4, Snapdragon W5 Chipset & Up to 100 hours battery",Round,Green,Yes,Yes,Acceleration sensor + gyroscope sensor + optical heart rate sensor + optical pulse oximeter sensor + geomagnetic sensor + light sensor+barometer,,,Upto 12 Days,,,,
